Time,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19
2005-10-12,0.014868309260832602,,,,,,,,,,,,
2005-10-13,0.0034100596760444635,,,,,,,,,,,,
2005-10-14,0.006866952789699621,,,,,,,,,,,,
2005-10-17,-0.026733500417710943,,,,,,,,,,,,
2005-10-18,-0.022857142857142798,,,,,,,,,,,,
2005-10-19,0.00906095551894559,,,,,,,,,,,,
2005-10-20,0.02663847780126849,,,,,,,,,,,,
2005-10-21,-0.018672199170124526,,,,,,,,,,,,
2005-10-24,-0.01632653061224487,,,,,,,,,,,,
2005-10-25,-0.004065040650406471,,,,,,,,,,,,
2005-10-26,-0.014423076923076872,,,,,,,,,,,,
2005-10-27,0.002409638554216942,,,,,,,,,,,,
2005-10-28,-0.02199528672427331,,,,,,,,,,,,
2005-10-31,-0.0007849293563579884,,,,,,,,,,,,
2005-11-01,0.002360346184107076,,,,,,,,,,,,
2005-11-02,0.0007874015748030594,,,,,,,,,,,,
2005-11-03,-0.005481597494126911,,,,,,,,,,,,
2005-11-04,-0.009309542280837912,,,,,,,,,,,,
2005-11-07,-0.0027079303675048294,,,,,,,,,,,,
2005-11-08,0.009765625,,,,,,,,,,,,
2005-11-09,-0.0019493177387914784,,,,,,,,,,,,
2005-11-10,0.004700352526439522,,,,,,,,,,,,
2005-11-11,0.006306661411115577,,,,,,,,,,,,
2005-11-14,0.0035601265822784445,,,,,,,,,,,,
2005-11-15,-0.008627450980392082,,,,,,,,,,,,
2005-11-16,-0.00195694716242667,,,,,,,,,,,,
2005-11-17,0.019553072625698276,,,,,,,,,,,,
2005-11-18,-0.005555555555555536,,,,,,,,,,,,
2005-11-21,0.016129032258064502,,,,,,,,,,,,
2005-11-22,-0.003215434083601365,,,,,,,,,,,,
2005-11-23,-0.009948269001193832,,,,,,,,,,,,
2005-11-28,-0.004358161648177483,,,,,,,,,,,,
2005-11-29,-0.015984405458089657,,,,,,,,,,,,
2005-11-30,-0.020992366412213692,,,,,,,,,,,,
2005-12-01,-0.017254313578394687,,,,,,,,,,,,
2005-12-02,0.03897116134060785,,,,,,,,,,,,
2005-12-05,-0.010030864197530742,,,,,,,,,,,,
2005-12-06,-0.013323182337266815,,,,,,,,,,,,
2005-12-07,-0.004924242424242498,,,,,,,,,,,,
2005-12-08,-0.018587360594795488,,,,,,,,,,,,
2005-12-09,-0.0073800738007380184,,,,,,,,,,,,
2005-12-12,0.0014781966001478075,,,,,,,,,,,,
2005-12-13,0.011210762331838486,,,,,,,,,,,,
2005-12-14,0.0026227051330087736,,,,,,,,,,,,
2005-12-15,0.008311295806573415,,,,,,,,,,,,
2005-12-16,0.004935459377372942,,,,,,,,,,,,
2005-12-19,0.0030464584920029125,,,,,,,,,,,,
2005-12-20,-0.003793626707132014,,,,,,,,,,,,
2005-12-21,-0.0018932222642937813,,,,,,,,,,,,
2005-12-22,0.007246376811594235,,,,,,,,,,,,
2005-12-23,0.03147128245476005,,,,,,,,,,,,
2005-12-27,-0.006254886630179923,,,,,,,,,,,,
2005-12-28,-0.003894080996884708,,,,,,,,,,,,
2005-12-29,0.008641005498821741,,,,,,,,,,,,
2005-12-30,-0.006632852126414401,,,,,,,,,,,,
2006-01-03,-0.009277155005798177,,,,,,,,,,,,
2006-01-04,0.0019364833462431896,,,,,,,,,,,,
2006-01-05,0.010172143974960912,,,,,,,,,,,,
2006-01-06,-0.029244208127611193,,,,,,,,,,,,
2006-01-09,0.009585889570552064,,,,,,,,,,,,
2006-01-10,0.005397070161912154,,,,,,,,,,,,
2006-01-11,0.0030935808197987136,,,,,,,,,,,,
2006-01-12,0.0077942322681214815,,,,,,,,,,,,
2006-01-13,0.025989604158336732,,,,,,,,,,,,
2006-01-17,0.012550607287449278,,,,,,,,,,,,
2006-01-18,0.024896265560165887,,,,,,,,,,,,
2006-01-19,0.005843071786310494,,,,,,,,,,,,
2006-01-20,-0.01114321089558401,,,,,,,,,,,,
2006-01-23,-0.015440877691995092,,,,,,,,,,,,
2006-01-24,0.011924342105263275,,,,,,,,,,,,
2006-01-25,-0.011382113821138296,,,,,,,,,,,,
2006-01-26,-0.006863140896245401,,,,,,,,,,,,
2006-01-27,-0.009200000000000097,,,,,,,,,,,,
2006-01-30,-0.008330027766759174,,,,,,,,,,,,
2006-01-31,-0.0015841584158415856,,,,,,,,,,,,
2006-02-01,0.016096579476861272,,,,,,,,,,,,
2006-02-02,-0.011928429423459286,,,,,,,,,,,,
2006-02-03,-0.03269230769230769,,,,,,,,,,,,
2006-02-06,0.0003847633705271747,,,,,,,,,,,,
2006-02-07,0.0,,,,,,,,,,,,
2006-02-08,0.0073643410852712865,,,,,,,,,,,,
2006-02-09,0.009784735812133016,,,,,,,,,,,,
2006-02-10,-0.009689922480620172,,,,,,,,,,,,
2006-02-13,0.00899491591709034,,,,,,,,,,,,
2006-02-14,0.016699801192842978,,,,,,,,,,,,
2006-02-15,-0.005928853754940677,,,,,,,,,,,,
2006-02-16,-0.012490241998438623,,,,,,,,,,,,
2006-02-17,0.0,,,,,,,,,,,,
2006-02-21,-0.004662004662004615,,,,,,,,,,,,
2006-02-22,0.003117692907248504,,,,,,,,,,,,
2006-02-23,-0.013076923076922986,,,,,,,,,,,,
2006-02-24,0.0,,,,,,,,,,,,
2006-02-27,0.007751937984496138,,,,,,,,,,,,
2006-02-28,0.007418976962124013,,,,,,,,,,,,
2006-03-01,0.004313725490196152,,,,,,,,,,,,
2006-03-02,-0.00390625,,,,,,,,,,,,
2006-03-03,0.011058451816745807,,,,,,,,,,,,
2006-03-06,0.011182108626198062,,,,,,,,,,,,
2006-03-07,-0.009101701622477143,,,,,,,,,,,,
2006-03-08,-0.004334121355398013,,,,,,,,,,,,
2006-03-09,-0.0003938558487592836,,,,,,,,,,,,
2006-03-10,0.011956954962136335,,,,,,,,,,,,
2006-03-13,-0.012204724409448753,,,,,,,,,,,,
2006-03-14,-0.0039215686274509665,,,,,,,,,,,,
2006-03-15,-0.021113243761996192,,,,,,,,,,,,
2006-03-16,0.0,,,,,,,,,,,,
2006-03-17,0.0019230769230769162,,,,,,,,,,,,
2006-03-20,0.0019267822736031004,,,,,,,,,,,,
2006-03-21,0.004645760743321681,,,,,,,,,,,,
2006-03-22,-0.011859219586839997,,,,,,,,,,,,
2006-03-23,0.0015325670498083088,,,,,,,,,,,,
2006-03-24,-0.003816793893129722,,,,,,,,,,,,
2006-03-27,-0.02420856610800748,,,,,,,,,,,,
2006-03-28,0.0037383177570093906,,,,,,,,,,,,
2006-03-29,0.001872659176029856,,,,,,,,,,,,
2006-03-30,-0.006326758466691396,,,,,,,,,,,,
2006-03-31,-0.006654343807763419,,,,,,,,,,,,
2006-04-03,-0.005514705882352922,,,,,,,,,,,,
2006-04-04,-0.007299270072992692,,,,,,,,,,,,
2006-04-05,-0.0036363636363636598,,,,,,,,,,,,
2006-04-06,0.0018214936247722413,,,,,,,,,,,,
2006-04-07,0.020446096654274992,,,,,,,,,,,,
2006-04-10,0.010518407212622094,,,,,,,,,,,,
2006-04-11,0.004528301886792319,,,,,,,,,,,,
2006-04-12,-0.007118771075309005,,,,,,,,,,,,
2006-04-13,0.005273069679849307,,,,,,,,,,,,
2006-04-17,-0.005617977528089901,,,,,,,,,,,,
2006-04-18,-0.018382352941176516,,,,,,,,,,,,
2006-04-19,-0.004392386530014614,,,,,,,,,,,,
2006-04-20,-0.0014619883040937198,,,,,,,,,,,,
2006-04-21,-0.003278688524590123,,,,,,,,,,,,
2006-04-24,0.011049723756906049,,,,,,,,,,,,
2006-04-25,0.0014754703061599095,,,,,,,,,,,,
2006-04-26,-0.015256084271703552,,,,,,,,,,,,
2006-04-27,0.0010909090909090313,,,,,,,,,,,,
2006-04-28,-0.008294266137756967,,,,,,,,,,,,
2006-05-01,-0.034806822137138926,,,,,,,,,,,,
2006-05-02,-0.014408233276157811,,,,,,,,,,,,
2006-05-03,-0.016863406408094472,,,,,,,,,,,,
2006-05-04,-0.011337112370790159,,,,,,,,,,,,
2006-05-05,-0.01445941505093673,,,,,,,,,,,,
2006-05-08,-0.01996779388083736,,,,,,,,,,,,
2006-05-09,0.001612903225806539,,,,,,,,,,,,
2006-05-10,-0.01273885350318471,,,,,,,,,,,,
2006-05-11,0.03289473684210531,,,,,,,,,,,,
2006-05-12,-0.006535947712418277,,,,,,,,,,,,
2006-05-15,-0.01607717041800638,,,,,,,,,,,,
2006-05-16,0.03322259136212624,,,,,,,,,,,,
2006-05-17,0.03436426116838498,,,,,,,,,,,,
2006-05-18,-0.004787961696306353,,,,,,,,,,,,
2006-05-19,-0.0027285129604366354,,,,,,,,,,,,
2006-05-22,-0.020053475935828846,,,,,,,,,,,,
2006-05-23,-0.007628524046434548,,,,,,,,,,,,
2006-05-24,-0.0321027287319422,,,,,,,,,,,,
2006-05-25,-0.004792332268370614,,,,,,,,,,,,
2006-05-26,0.015574302401038409,,,,,,,,,,,,
2006-05-30,0.023580205911657215,,,,,,,,,,,,
2006-05-31,0.010741859684457955,,,,,,,,,,,,
2006-06-01,-0.022317033147358112,,,,,,,,,,,,
2006-06-02,0.0056105610561054675,,,,,,,,,,,,
2006-06-05,-0.0016474464579900872,,,,,,,,,,,,
2006-06-06,-0.010433648516465555,,,,,,,,,,,,
2006-06-07,-0.016987179487179538,,,,,,,,,,,,
2006-06-08,0.00905562742561461,,,,,,,,,,,,
2006-06-09,-0.007383627608346766,,,,,,,,,,,,
2006-06-12,0.015650472774698443,,,,,,,,,,,,
2006-06-13,0.004914809960681499,,,,,,,,,,,,
2006-06-14,-0.022734550112071816,,,,,,,,,,,,
2006-06-15,-0.0054140127388534465,,,,,,,,,,,,
2006-06-16,0.0064102564102563875,,,,,,,,,,,,
2006-06-19,-0.007317849188673287,,,,,,,,,,,,
2006-06-20,-0.02482159478746504,,,,,,,,,,,,
2006-06-21,-0.018275967103259183,,,,,,,,,,,,
2006-06-22,-0.017065868263473005,,,,,,,,,,,,
2006-06-23,0.030864197530864113,,,,,,,,,,,,
2006-06-26,-0.018479248712511387,,,,,,,,,,,,
2006-06-27,-0.001210287443267677,,,,,,,,,,,,
2006-06-28,-0.003016591251885359,,,,,,,,,,,,
2006-06-29,0.00454545454545463,,,,,,,,,,,,
2006-06-30,-0.004825090470446436,,,,,,,,,,,,
2006-07-03,-0.01893491124260349,,,,,,,,,,,,
2006-07-05,0.0,,,,,,,,,,,,
2006-07-06,0.030487804878048808,,,,,,,,,,,,
2006-07-07,0.03144654088050314,,,,,,,,,,,,
2006-07-10,0.016949152542372836,,,,,,,,,,,,
2006-07-11,-0.022812500000000013,,,,,,,,,,,,
2006-07-12,0.025969862135299948,,,,,,,,,,,,
2006-07-13,-0.013598987982289756,,,,,,,,,,,,
2006-07-14,0.01704728208427153,,,,,,,,,,,,
2006-07-17,0.0183426138224696,,,,,,,,,,,,
2006-07-18,-0.021474358974358898,,,,,,,,,,,,
2006-07-19,-0.006685768863419317,,,,,,,,,,,,
2006-07-20,0.004477134633834368,,,,,,,,,,,,
2006-07-21,-0.03098853424233039,,,,,,,,,,,,
2006-07-24,-0.030057108506161723,,,,,,,,,,,,
2006-07-25,-0.011292719167904974,,,,,,,,,,,,
2006-07-26,0.0014880952380953438,,,,,,,,,,,,
2006-07-27,-0.00797165633303809,,,,,,,,,,,,
2006-07-28,0.0011823825007388766,,,,,,,,,,,,
2006-07-31,-0.028710881424059753,,,,,,,,,,,,
2006-08-01,0.01486013986014001,,,,,,,,,,,,
2006-08-02,0.01538461538461533,0.01538461538461533,,,,,,,,,,,
2006-08-03,-0.00588235294117645,-0.00588235294117645,,,,,,,,,,,
2006-08-04,-0.005847953216374324,0.0,,,,,,,,,,,
2006-08-07,0.00588235294117645,0.0,,,,,,,,,,,
2006-08-08,-0.005847953216374324,-0.005847953216374324,,,,,,,,,,,
2006-08-09,-0.009843659525188175,-0.007256894049346929,,,,,,,,,,,
2006-08-10,-0.0011567379988434157,-0.008633093525179825,,,,,,,,,,,
2006-08-11,0.005232558139534937,0.004335260115607031,,,,,,,,,,,
2006-08-14,-0.0011614401858303092,-0.011428571428571455,,,,,,,,,,,
2006-08-15,-0.028216704288939076,-0.02777777777777779,,,,,,,,,,,
2006-08-16,-0.027442371020856227,-0.027027027027026973,,,,,,,,,,,
2006-08-17,0.00802213001383123,0.020689655172413834,,,,,,,,,,,
2006-08-18,-0.026655896607431284,-0.023963381798599803,,,,,,,,,,,
2006-08-21,0.018930041152263266,0.018930041152263266,,,,,,,,,,,
2006-08-22,-0.00191675794085433,-0.00191675794085433,,,,,,,,,,,
2006-08-23,-0.012972972972972951,-0.011637347767253114,,,,,,,,,,,
2006-08-24,0.004070556309362372,0.0027137042062415073,,,,,,,,,,,
2006-08-25,-0.009408602150537626,-0.004054054054054013,,,,,,,,,,,
2006-08-28,0.008130081300812941,0.004888647474198926,,,,,,,,,,,
2006-08-29,0.0032626427406199365,0.006010928961748707,,,,,,,,,,,
2006-08-30,0.017146017699114946,0.016666666666666607,,,,,,,,,,,
2006-08-31,0.01573033707865168,0.019830028328611915,,,,,,,,,,,
2006-09-01,-0.015214384508990264,-0.013966480446927387,,,,,,,,,,,
2006-09-05,0.009776536312849249,0.00561797752808979,,,,,,,,,,,
2006-09-06,-0.005555555555555536,0.004231311706629048,,,,,,,,,,,
2006-09-07,0.0,0.0014124293785311437,,,,,,,,,,,
2006-09-08,0.008120974516941937,0.005681818181818121,,,,,,,,,,,
2006-09-11,0.0019640852974187606,0.0,,,,,,,,,,,
2006-09-12,0.01106382978723408,0.005714285714285783,,,,,,,,,,,
2006-09-13,0.006855184233076184,0.01449275362318847,,,,,,,,,,,
2006-09-14,0.00028571428571444457,-0.0028901734104046506,,,,,,,,,,,
2006-09-15,0.027900146842878115,0.01615271659324513,,,,,,,,,,,
2006-09-18,-0.01017441860465118,-0.01017441860465118,,,,,,,,,,,
2006-09-19,-0.017142857142857126,-0.017142857142857126,,,,,,,,,,,
2006-09-20,0.0031527658354830734,0.0031527658354830734,,,,,,,,,,,
2006-09-21,0.023467292461132327,0.023467292461132327,,,,,,,,,,,
2006-09-22,-0.00554259043173877,-0.00554259043173877,,,,,,,,,,,
2006-09-25,0.003512880562060783,0.003512880562060783,,,,,,,,,,,
2006-09-26,-0.0011695906432748204,-0.0011695906432748204,,,,,,,,,,,
2006-09-27,-0.006968641114982521,-0.006968641114982521,,,,,,,,,,,
2006-09-28,-0.0014496955639315967,-0.0014496955639315967,,,,,,,,,,,
2006-09-29,-0.008908045977011558,-0.008908045977011558,,,,,,,,,,,
2006-10-02,0.0034602076124568004,0.0034602076124568004,,,,,,,,,,,
2006-10-03,-0.0011520737327188613,-0.0011520737327188613,,,,,,,,,,,
2006-10-04,0.014611338398597296,0.014611338398597296,,,,,,,,,,,
2006-10-05,0.030102347983142597,0.030102347983142597,,,,,,,,,,,
2006-10-06,0.006971809639284565,0.006971809639284565,,,,,,,,,,,
2006-10-09,0.006406345332519825,0.006406345332519825,,,,,,,,,,,
2006-10-10,-0.008169440242057457,-0.014135338345864668,,,,,,,,,,,
2006-10-11,-0.029368575624082238,-0.029197080291970767,,,,,,,,,,,
2006-10-12,-0.02853067047075608,-0.028368794326241176,,,,,,,,,,,
2006-10-13,-0.0277392510402219,-0.02758620689655178,,,,,,,,,,,
2006-10-16,-0.04249667994687911,-0.041005291005291045,,,,,,,,,,,
2006-10-17,-0.02207792207792203,0.005586592178770999,,,,,,,,,,,
2006-10-18,0.004435168275502166,0.005080213903743358,,,,,,,,,,,
2006-10-19,-0.006222452683432689,-0.002666666666666706,,,,,,,,,,,
2006-10-20,-0.0018115942028985588,-0.0026595744680850686,,,,,,,,,,,
2006-10-23,-0.0012923235978289371,0.021739130434782705,,,,,,,,,,,
2006-10-24,-0.01225427623181008,-0.02593965060878778,,,,,,,,,,,
2006-10-25,-0.0012748597654258509,-0.0005291005291004902,,,,,,,,,,,
2006-10-26,-0.005578093306288001,0.0010593220338981357,,,,,,,,,,,
2006-10-27,-0.007798742138364845,-0.0007938608097378674,,,,,,,,,,,
2006-10-30,0.0037878787878788955,-0.0002645502645503006,,,,,,,,,,,
2006-10-31,0.010204081632652962,0.021621621621621623,,,,,,,,,,,
2006-11-01,-0.016311166875784155,-0.005376344086021501,,,,,,,,,,,
2006-11-02,0.0063131313131312705,0.004048582995951344,,,,,,,,,,,
2006-11-03,0.008403361344537785,0.0,,,,,,,,,,,
2006-11-06,-0.004562737642585635,0.0,,,,,,,,,,,
2006-11-07,-0.010037641154328703,-0.005369127516778538,,,,,,,,,,,
2006-11-08,0.013479145473041632,0.008119079837618504,,,,,,,,,,,
2006-11-09,0.0063987714358844094,-0.0008112493239589291,,,,,,,,,,,
2006-11-10,0.002308876346844402,-0.0013502565487442109,,,,,,,,,,,
2006-11-13,-0.006878980891719677,-0.0018867924528301883,,,,,,,,,,,
2006-11-14,-0.002034070683956335,-0.004026845637583931,,,,,,,,,,,
2006-11-15,-0.04236669101533963,-0.02614379084967322,,,,,,,,,,,
2006-11-16,0.024189526184538623,0.011904761904761862,,,,,,,,,,,
2006-11-17,0.0012484394506866447,-0.006570302233902758,,,,,,,,,,,
2006-11-20,0.008562075044069362,-0.001312335958005284,,,,,,,,,,,
2006-11-21,0.007356671740233578,-0.002617801047120394,,,,,,,,,,,
2006-11-22,-0.00805234021137391,-0.008307372793354029,,,,,,,,,,,
2006-11-27,0.004296183977760881,0.005744125326370808,,,,,,,,,,,
2006-11-28,-0.012231652521218273,-0.022959183673469385,,,,,,,,,,,
2006-11-29,-0.01427165354330695,-0.006588950836289964,,,,,,,,,,,
2006-11-30,-0.0004918839153961185,0.00766087844739527,,,,,,,,,,,
2006-12-01,-0.002453385672227637,-0.0025471217524197787,,,,,,,,,,,
2006-12-04,0.004188223700418936,0.008995116936520109,,,,,,,,,,,
2006-12-05,-0.0004924895345974623,0.005686223830447368,,,,,,,,,,,
2006-12-06,-0.009270553793608083,0.0,,,,,,,,,,,
2006-12-07,-0.008226469876603026,-0.0023207839092316274,,,,,,,,,,,
2006-12-08,0.042370744010088224,0.013591217982226844,,,,,,,,,,,
2006-12-11,0.0012626262626262985,0.006842105263157983,,,,,,,,,,,
2006-12-12,-0.007518796992481258,-0.009126466753585416,,,,,,,,,,,
2006-12-13,0.0037735849056603765,0.010540184453228019,,,,,,,,,,,
2006-12-14,-0.014869888475836479,0.014705882352941124,,,,,,,,,,,
2006-12-15,0.005983545250560995,-0.005054535780792735,,,,,,,,,,,
2006-12-18,0.02035105571101492,0.017320703653585845,,,,,,,,,,,
2006-12-19,0.0012735608762097783,0.0024416711882799813,,,,,,,,,,,
2006-12-20,0.0030659172202351925,0.0019026909486274945,,,,,,,,,,,
2006-12-21,0.0012790995139422279,0.013498622589531717,,,,,,,,,,,
2006-12-22,-0.0015325670498085309,-0.0027472527472527375,,,,,,,,,,,
2006-12-26,-0.008358662613981771,-0.002739726027397249,,,,,,,,,,,
2006-12-27,0.006372673973999543,0.006896551724137945,,,,,,,,,,,
2006-12-28,-0.005072279989855488,-0.006304824561403577,,,,,,,,,,,
2006-12-29,-0.018177290836653426,-0.004638472032742147,,,,,,,,,,,
2007-01-03,0.0055082623935904795,0.004109589041095818,,,,,,,,,,,
2007-01-04,0.019137535085480994,0.015299026425591,,,,,,,,,,,
2007-01-05,0.0007660878447393049,-0.00277392510402219,,,,,,,,,,,
2007-01-08,-0.0038158229458152837,-0.003868471953578312,,,,,,,,,,,
2007-01-09,0.00025445292620873694,-0.0002762430939227123,,,,,,,,,,,
2007-01-10,0.0017843487127198188,0.005555555555555536,,,,,,,,,,,
2007-01-11,-0.023886538940034785,-0.010717230008243983,,,,,,,,,,,
2007-01-12,0.00249438762783738,0.0024793388429751317,,,,,,,,,,,
2007-01-16,-0.03420862442784878,-0.018918918918918948,,,,,,,,,,,
2007-01-17,0.011945392491467643,0.016483516483516425,,,,,,,,,,,
2007-01-18,-0.010135135135135087,-0.011406844106463865,,,,,,,,,,,
2007-01-19,0.012460298069875364,0.008767123287671152,,,,,,,,,,,
2007-01-22,0.019427148194271604,0.01388888888888884,,,,,,,,,,,
2007-01-23,-0.0014921661278289866,-0.0055248618784530246,,,,,,,,,,,
2007-01-24,-0.005195447798119646,0.008356545961002881,,,,,,,,,,,
2007-01-25,0.0004950495049504955,0.0,,,,,,,,,,,
2007-01-26,0.03324808184143224,0.031609195402298784,,,,,,,,,,,
2007-01-29,0.05305682736331807,0.05454545454545445,,,,,,,,,,,
2007-01-30,-0.0018817204301074808,-0.022222222222222254,,,,,,,,,,,
2007-01-31,-0.00984828320468456,-0.026535910008652963,,,,,,,,,,,
2007-02-01,-0.010273972602739767,-0.012250712250712281,,,,,,,,,,,
2007-02-02,-0.006542789845590202,-0.007072135785007094,,,,,,,,,,,
2007-02-05,0.009511228533685578,0.007122507122507171,,,,,,,,,,,
2007-02-06,0.008795309168443621,0.005730659025787954,,,,,,,,,,,
2007-02-07,-0.00451048023348366,0.00867052023121384,,,,,,,,,,,
2007-02-08,-0.002382212811011253,0.0005783689994216523,,,,,,,,,,,
2007-02-09,-0.01665799062988016,-0.01425313568985176,,,,,,,,,,,
2007-02-12,-0.004663212435233155,-0.004257734885041109,,,,,,,,,,,
2007-02-13,-0.02253735122815892,-0.0213888888888889,,,,,,,,,,,
2007-02-14,0.012564102564102564,0.027397260273972712,,,,,,,,,,,
2007-02-15,0.00025647601949230214,0.0040114613180515235,,,,,,,,,,,
2007-02-16,-0.0015364916773368265,0.008962127782596196,,,,,,,,,,,
2007-02-20,-0.014386673397274063,-0.011714285714285788,,,,,,,,,,,
2007-02-21,-0.029872673849167475,-0.01657769036246126,,,,,,,,,,,
2007-02-22,-0.0031730534537466326,-0.0036394176931691113,,,,,,,,,,,
2007-02-23,-0.005823829167677874,-0.003070053028188746,,,,,,,,,,,
2007-02-26,-0.00889850889850885,0.0008379888268157387,,,,,,,,,,,
2007-02-27,0.014146341463414647,0.0,,,,,,,,,,,
2007-02-28,-0.016314779270633406,-0.016483516483516536,,,,,,,,,,,
2007-03-01,-0.00047961630695436686,0.0011001100110010764,,,,,,,,,,,
2007-03-02,0.016825164594001407,0.010000000000000009,,,,,,,,,,,
2007-03-05,-0.017018216682646137,-0.013698630136986356,,,,,,,,,,,
2007-03-06,0.011148812409112807,0.008287292817679592,,,,,,,,,,,
2007-03-07,-0.009125840537944185,-0.009575923392612817,,,,,,,,,,,
2007-03-08,0.018092909535452284,0.005502063273727709,,,,,,,,,,,
2007-03-09,0.003927344133529687,0.011126564673157091,,,,,,,,,,,
2007-03-12,,-0.0019433647973348123,,,,,,,,,,,
2007-03-13,,-0.007713498622589521,,,,,,,,,,,
2007-03-14,,-0.0068399452804377425,,,,,,,,,,,
2007-03-15,,-0.0035441657579062813,,,,,,,,,,,
2007-03-16,,-0.016621983914209104,,,,,,,,,,,
2007-03-19,,-0.005333333333333301,,,,,,,,,,,
2007-03-20,,0.0016025641025640969,,,,,,,,,,,
2007-03-21,,0.012439156300702914,,,,,,,,,,,
2007-03-22,,0.009555009555009653,,,,,,,,,,,
2007-03-23,,-0.004619565217391264,,,,,,,,,,,
2007-03-26,,0.0010881392818280489,,,,,,,,,,,
2007-03-27,,0.02681564245810053,,,,,,,,,,,
2007-03-28,,0.008166713601802211,,,,,,,,,,,
2007-03-29,,-0.013611111111111018,,,,,,,,,,,
2007-03-30,,-0.005250069079856257,,,,,,,,,,,
2007-04-02,,-0.0016551724137932045,,,,,,,,,,,
2007-04-03,,-0.0095628415300546,,,,,,,,,,,
2007-04-04,,0.005494505494505475,,,,,,,,,,,
2007-04-05,,0.022471910112359605,,,,,,,,,,,
2007-04-09,,0.011363636363636465,,,,,,,,,,,
2007-04-10,,0.041420118343195256,,,,,,,,,,,
2007-04-11,,0.048712379770400105,,,,,,,,,,,
2007-04-12,,-0.00524691358024687,,,,,,,,,,,
2007-04-13,,0.0,,,,,,,,,,,
2007-04-16,,0.006211180124223503,,,,,,,,,,,
2007-04-17,,0.017377567140600236,,,,,,,,,,,
2007-04-18,,0.06745362563237767,,,,,,,,,,,
2007-04-19,,-0.017561298873426168,,,,,,,,,,,
2007-04-20,,-0.02487883683360259,,,,,,,,,,,
2007-04-23,,0.0003232062055591456,,,,,,,,,,,
2007-04-24,,0.007817589576547102,,,,,,,,,,,
2007-04-25,,0.011532125205930832,,,,,,,,,,,
2007-04-26,,-0.00164473684210531,,,,,,,,,,,
2007-04-27,,-0.01681759379042691,,,,,,,,,,,
2007-04-30,,-0.01371610845295057,,,,,,,,,,,
2007-05-01,,-0.007911392405063333,,,,,,,,,,,
2007-05-02,,-0.015576323987538943,,,,,,,,,,,
2007-05-03,,0.011023622047244164,,,,,,,,,,,
2007-05-04,,-0.0015723270440252124,,,,,,,,,,,
2007-05-07,,-0.024539877300613466,,,,,,,,,,,
2007-05-08,,-0.012121212121212088,,,,,,,,,,,
