,date,datatype,station,attributes,value
0,2012-01-01T00:00:00,AWND,GHCND:USW00094728,",,W,",2.7
1,2012-01-01T00:00:00,PRCP,GHCND:USW00094728,",,X,2400",1.3
2,2012-01-01T00:00:00,SNOW,GHCND:USW00094728,",,X,",0.0
3,2012-01-01T00:00:00,SNWD,GHCND:USW00094728,",,X,",0.0
4,2012-01-01T00:00:00,TMAX,GHCND:USW00094728,",,X,2400",11.1
5,2012-01-01T00:00:00,TMIN,GHCND:USW00094728,",,X,2400",5.0
6,2012-01-01T00:00:00,WDF2,GHCND:USW00094728,",,X,",150.0
7,2012-01-01T00:00:00,WDF5,GHCND:USW00094728,",,X,",150.0
8,2012-01-01T00:00:00,WSF2,GHCND:USW00094728,",,X,",6.7
9,2012-01-01T00:00:00,WSF5,GHCND:USW00094728,",,X,",9.8
10,2012-01-01T00:00:00,WT01,GHCND:USW00094728,",,W,",1.0
11,2012-01-01T00:00:00,WT13,GHCND:USW00094728,",,X,",1.0
12,2012-01-01T00:00:00,WT16,GHCND:USW00094728,",,X,",1.0
13,2012-01-02T00:00:00,AWND,GHCND:USW00094728,",,W,",4.6
14,2012-01-02T00:00:00,PRCP,GHCND:USW00094728,",,X,2400",0.0
15,2012-01-02T00:00:00,SNOW,GHCND:USW00094728,",,X,",0.0
16,2012-01-02T00:00:00,SNWD,GHCND:USW00094728,",,X,",0.0
17,2012-01-02T00:00:00,TMAX,GHCND:USW00094728,",,X,2400",10.0
18,2012-01-02T00:00:00,TMIN,GHCND:USW00094728,",,X,2400",0.6
19,2012-01-02T00:00:00,WDF2,GHCND:USW00094728,",,X,",270.0
20,2012-01-02T00:00:00,WDF5,GHCND:USW00094728,",,X,",270.0
21,2012-01-02T00:00:00,WSF2,GHCND:USW00094728,",,X,",11.2
22,2012-01-02T00:00:00,WSF5,GHCND:USW00094728,",,X,",14.3
23,2012-01-03T00:00:00,AWND,GHCND:USW00094728,",,W,",4.7
24,2012-01-03T00:00:00,PRCP,GHCND:USW00094728,",,X,2400",0.0
25,2012-01-03T00:00:00,SNOW,GHCND:USW00094728,",,X,",0.0
26,2012-01-03T00:00:00,SNWD,GHCND:USW00094728,",,X,",0.0
27,2012-01-03T00:00:00,TMAX,GHCND:USW00094728,",,X,2400",0.6
28,2012-01-03T00:00:00,TMIN,GHCND:USW00094728,",,X,2400",-9.4
29,2012-01-03T00:00:00,WDF2,GHCND:USW00094728,",,X,",290.0
30,2012-01-03T00:00:00,WDF5,GHCND:USW00094728,",,X,",280.0
31,2012-01-03T00:00:00,WSF2,GHCND:USW00094728,",,X,",8.9
32,2012-01-03T00:00:00,WSF5,GHCND:USW00094728,",,X,",13.4
33,2012-01-04T00:00:00,AWND,GHCND:USW00094728,",,W,",3.4
34,2012-01-04T00:00:00,PRCP,GHCND:USW00094728,",,X,2400",0.0
35,2012-01-04T00:00:00,SNOW,GHCND:USW00094728,",,X,",0.0
36,2012-01-04T00:00:00,SNWD,GHCND:USW00094728,",,X,",0.0
37,2012-01-04T00:00:00,TMAX,GHCND:USW00094728,",,X,2400",-2.8
38,2012-01-04T00:00:00,TMIN,GHCND:USW00094728,",,X,2400",-10.6
39,2012-01-04T00:00:00,WDF2,GHCND:USW00094728,",,X,",290.0
40,2012-01-04T00:00:00,WDF5,GHCND:USW00094728,",,X,",310.0
41,2012-01-04T00:00:00,WSF2,GHCND:USW00094728,",,X,",7.2
42,2012-01-04T00:00:00,WSF5,GHCND:USW00094728,",,X,",9.8
43,2012-01-05T00:00:00,AWND,GHCND:USW00094728,",,W,",2.8
44,2012-01-05T00:00:00,PRCP,GHCND:USW00094728,",,X,2400",0.0
45,2012-01-05T00:00:00,SNOW,GHCND:USW00094728,",,X,",0.0
46,2012-01-05T00:00:00,SNWD,GHCND:USW00094728,",,X,",0.0
47,2012-01-05T00:00:00,TMAX,GHCND:USW00094728,",,X,2400",4.4
48,2012-01-05T00:00:00,TMIN,GHCND:USW00094728,",,X,2400",-2.8
49,2012-01-05T00:00:00,WDF2,GHCND:USW00094728,",,X,",300.0
