Date,Open,High,Low,Close
2016-05-16,145.6,145.6,145.6,145.6
2016-05-17,145.8504518,145.8504518,145.8504518,145.8504518
2016-05-18,146.1013316,146.1013316,146.1013316,146.1013316
2016-05-19,146.3526419,146.3526419,146.3526419,146.3526419
2016-05-20,146.6043915,146.6043915,146.6043915,146.6043915
2016-05-21,146.8565672,146.8565672,146.8565672,146.8565672
2016-05-22,147.1091766,147.1091766,147.1091766,147.1091766
2016-05-23,147.5351657,147.5351657,147.5351657,147.5351657
2016-05-24,147.7901586,147.7901586,147.7901586,147.7901586
2016-05-25,148.0675633,148.0675633,148.0675633,148.0675633
2016-05-26,148.3713925,148.3713925,148.3713925,148.3713925
2016-05-27,148.6305482,148.6305482,148.6305482,148.6305482
2016-05-28,149.0722528,149.0722528,149.0722528,149.0722528
2016-05-29,149.3286806,149.3286806,149.3286806,149.3286806
2016-05-30,149.5855423,149.5855423,149.5855423,149.5855423
2016-05-31,149.8863509,149.8863509,149.8863509,149.8863509
2016-06-01,150.1441719,150.1441719,150.1441719,150.1441719
2016-06-02,150.4024363,150.4024363,150.4024363,150.4024363
2016-06-03,150.661145,150.661145,150.661145,150.661145
2016-06-04,150.9202987,150.9202987,150.9202987,150.9202987
2016-06-05,151.1798981,151.1798981,151.1798981,151.1798981
2016-06-06,151.4399441,151.4399441,151.4399441,151.4399441
2016-06-07,151.7004374,151.7004374,151.7004374,151.7004374
2016-06-08,151.9613788,151.9613788,151.9613788,151.9613788
2016-06-09,152.222769,152.222769,152.222769,152.222769
2016-06-10,152.6630911,152.6630911,152.6630911,152.6630911
2016-06-11,153.1166944,153.1166944,153.1166944,153.1166944
2016-06-12,153.3876408,153.3876408,153.3876408,153.3876408
2016-06-13,153.6514965,153.6514965,153.6514965,153.6514965
2016-06-14,153.9157955,153.9157955,153.9157955,153.9157955
2016-06-15,154.1805475,154.1805475,154.1805475,154.1805475
2016-06-16,154.445755,154.445755,154.445755,154.445755
2016-06-17,154.7114186,154.7114186,154.7114186,154.7114186
2016-06-18,154.9775392,154.9775392,154.9775392,154.9775392
2016-06-19,155.2441176,155.2441176,155.2441176,155.2441176
