Date,Open,High,Low,Close
2015-05-14,126.8195329,126.8195329,126.8195329,126.8195329
2015-05-15,129.1146675,129.1146675,129.1146675,129.1146675
2015-05-16,129.1146675,129.1146675,129.1146675,129.1146675
2015-05-17,129.1146675,129.1146675,129.1146675,129.1146675
2015-05-18,125.3171773,125.3171773,125.3171773,125.3171773
2015-05-19,123.2033936,123.2033936,123.2033936,123.2033936
2015-05-20,121.9302266,121.9302266,121.9302266,121.9302266
2015-05-21,121.6401467,121.6401467,121.6401467,121.6401467
2015-05-22,124.0503235,124.0503235,124.0503235,124.0503235
2015-05-23,124.0503235,124.0503235,124.0503235,124.0503235
2015-05-24,124.0503235,124.0503235,124.0503235,124.0503235
2015-05-25,124.0503235,124.0503235,124.0503235,124.0503235
2015-05-26,125.5222791,125.5222791,125.5222791,125.5222791
2015-05-27,121.7366865,121.7366865,121.7366865,121.7366865
2015-05-28,124.705874,124.705874,124.705874,124.705874
2015-05-29,123.3520105,123.3520105,123.3520105,123.3520105
2015-05-30,123.3520105,123.3520105,123.3520105,123.3520105
2015-05-31,123.3520105,123.3520105,123.3520105,123.3520105
2015-06-01,129.7700719,129.7700719,129.7700719,129.7700719
2015-06-02,127.398858,127.398858,127.398858,127.398858
2015-06-03,124.2512961,124.2512961,124.2512961,124.2512961
2015-06-04,121.8817839,121.8817839,121.8817839,121.8817839
2015-06-05,116.6894066,116.6894066,116.6894066,116.6894066
2015-06-06,116.6894066,116.6894066,116.6894066,116.6894066
2015-06-07,116.6894066,116.6894066,116.6894066,116.6894066
2015-06-08,117.8549558,117.8549558,117.8549558,117.8549558
2015-06-09,116.4679005,116.4679005,116.4679005,116.4679005
2015-06-10,115.8521337,115.8521337,115.8521337,115.8521337
2015-06-11,118.127243,118.127243,118.127243,118.127243
2015-06-12,118.7215364,118.7215364,118.7215364,118.7215364
2015-06-13,118.7215364,118.7215364,118.7215364,118.7215364
2015-06-14,118.7215364,118.7215364,118.7215364,118.7215364
2015-06-15,118.9978472,118.9978472,118.9978472,118.9978472
2015-06-16,118.4922557,118.4922557,118.4922557,118.4922557
2015-06-17,121.0163511,121.0163511,121.0163511,121.0163511
2015-06-18,118.6756093,118.6756093,118.6756093,118.6756093
2015-06-19,117.3590092,117.3590092,117.3590092,117.3590092
2015-06-20,117.3590092,117.3590092,117.3590092,117.3590092
2015-06-21,117.3590092,117.3590092,117.3590092,117.3590092
2015-06-22,118.127243,118.127243,118.127243,118.127243
2015-06-23,118.127243,118.127243,118.127243,118.127243
2015-06-24,118.5838616,118.5838616,118.5838616,118.5838616
2015-06-25,118.9978472,118.9978472,118.9978472,118.9978472
2015-06-26,120.6356469,120.6356469,120.6356469,120.6356469
2015-06-27,120.6356469,120.6356469,120.6356469,120.6356469
2015-06-28,120.6356469,120.6356469,120.6356469,120.6356469
2015-06-29,122.4167797,122.4167797,122.4167797,122.4167797
2015-06-30,124.6552011,124.6552011,124.6552011,124.6552011
2015-07-01,123.1045144,123.1045144,123.1045144,123.1045144
2015-07-02,119.3218398,119.3218398,119.3218398,119.3218398
2015-07-03,119.3218398,119.3218398,119.3218398,119.3218398
2015-07-04,119.3218398,119.3218398,119.3218398,119.3218398
2015-07-05,119.3218398,119.3218398,119.3218398,119.3218398
2015-07-06,117.583921,117.583921,117.583921,117.583921
2015-07-07,119.0440241,119.0440241,119.0440241,119.0440241
2015-07-08,120.7781299,120.7781299,120.7781299,120.7781299
2015-07-09,121.9787078,121.9787078,121.9787078,121.9787078
2015-07-10,122.8580096,122.8580096,122.8580096,122.8580096
2015-07-11,122.8580096,122.8580096,122.8580096,122.8580096
2015-07-12,122.8580096,122.8580096,122.8580096,122.8580096
2015-07-13,119.6009552,119.6009552,119.6009552,119.6009552
2015-07-14,119.0440241,119.0440241,119.0440241,119.0440241
2015-07-15,121.1119029,121.1119029,121.1119029,121.1119029
2015-07-16,121.0641081,121.0641081,121.0641081,121.0641081
2015-07-17,122.2216932,122.2216932,122.2216932,122.2216932
2015-07-18,122.2216932,122.2216932,122.2216932,122.2216932
2015-07-19,122.2216932,122.2216932,122.2216932,122.2216932
2015-07-20,119.7877587,119.7877587,119.7877587,119.7877587
2015-07-21,117.7192824,117.7192824,117.7192824,117.7192824
2015-07-22,118.4465058,118.4465058,118.4465058,118.4465058
2015-07-23,119.3218398,119.3218398,119.3218398,119.3218398
2015-07-24,119.2754471,119.2754471,119.2754471,119.2754471
