Date,Open,High,Low,Close
2016-05-16,143.968489,143.968489,143.968489,143.968489
2016-05-17,143.5784626,143.5784626,143.5784626,143.5784626
2016-05-18,142.5646268,142.5646268,142.5646268,142.5646268
2016-05-19,141.3290667,141.3290667,141.3290667,141.3290667
2016-05-20,143.432747,143.432747,143.432747,143.432747
2016-05-21,143.432747,143.432747,143.432747,143.432747
2016-05-22,143.432747,143.432747,143.432747,143.432747
2016-05-23,145.1513865,145.1513865,145.1513865,145.1513865
2016-05-24,143.2389189,143.2389189,143.2389189,143.2389189
2016-05-25,142.8047154,142.8047154,142.8047154,142.8047154
2016-05-26,144.1642979,144.1642979,144.1642979,144.1642979
2016-05-27,138.286758,138.286758,138.286758,138.286758
2016-05-28,138.286758,138.286758,138.286758,138.286758
2016-05-29,138.286758,138.286758,138.286758,138.286758
2016-05-30,138.286758,138.286758,138.286758,138.286758
2016-05-31,137.3015544,137.3015544,137.3015544,137.3015544
2016-06-01,134.6846252,134.6846252,134.6846252,134.6846252
2016-06-02,133.4552093,133.4552093,133.4552093,133.4552093
2016-06-03,127.6685336,127.6685336,127.6685336,127.6685336
2016-06-04,127.6685336,127.6685336,127.6685336,127.6685336
2016-06-05,127.6685336,127.6685336,127.6685336,127.6685336
2016-06-06,127.5149474,127.5149474,127.5149474,127.5149474
2016-06-07,129.9378486,129.9378486,129.9378486,129.9378486
2016-06-08,128.3254237,128.3254237,128.3254237,128.3254237
2016-06-09,128.9498783,128.9498783,128.9498783,128.9498783
2016-06-10,128.2477919,128.2477919,128.2477919,128.2477919
2016-06-11,128.2477919,128.2477919,128.2477919,128.2477919
2016-06-12,128.2477919,128.2477919,128.2477919,128.2477919
2016-06-13,131.2247601,131.2247601,131.2247601,131.2247601
2016-06-14,132.165586,132.165586,132.165586,132.165586
2016-06-15,129.6993576,129.6993576,129.6993576,129.6993576
2016-06-16,128.9498783,128.9498783,128.9498783,128.9498783
2016-06-17,129.1069428,129.1069428,129.1069428,129.1069428
2016-06-18,129.1069428,129.1069428,129.1069428,129.1069428
2016-06-19,129.1069428,129.1069428,129.1069428,129.1069428
2016-06-20,129.620055,129.620055,129.620055,129.620055
2016-06-21,129.5804401,129.5804401,129.5804401,129.5804401
2016-06-22,127.0944844,127.0944844,127.0944844,127.0944844
2016-06-23,129.1069428,129.1069428,129.1069428,129.1069428
2016-06-24,128.9106719,128.9106719,128.9106719,128.9106719
2016-06-25,128.9106719,128.9106719,128.9106719,128.9106719
2016-06-26,128.9106719,128.9106719,128.9106719,128.9106719
2016-06-27,127.7454655,127.7454655,127.7454655,127.7454655
2016-06-28,125.365819,125.365819,125.365819,125.365819
2016-06-29,123.5393939,123.5393939,123.5393939,123.5393939
2016-06-30,122.3275245,122.3275245,122.3275245,122.3275245
2016-07-01,121.2431227,121.2431227,121.2431227,121.2431227
2016-07-02,121.2431227,121.2431227,121.2431227,121.2431227
2016-07-03,121.2431227,121.2431227,121.2431227,121.2431227
2016-07-04,121.2431227,121.2431227,121.2431227,121.2431227
2016-07-05,121.6955224,121.6955224,121.6955224,121.6955224
