Date,Open,High,Low,Close
2015-05-14,123.85,123.85,123.85,123.85
2015-05-15,123.1590742,123.1590742,123.1590742,123.1590742
2015-05-16,122.4867155,122.4867155,122.4867155,122.4867155
2015-05-17,121.9594204,121.9594204,121.9594204,121.9594204
2015-05-18,121.4604606,121.4604606,121.4604606,121.4604606
2015-05-19,121.1880366,121.1880366,121.1880366,121.1880366
2015-05-20,120.9160274,120.9160274,120.9160274,120.9160274
2015-05-21,120.6797539,120.6797539,120.6797539,120.6797539
2015-05-22,120.3888996,120.3888996,120.3888996,120.3888996
2015-05-23,120.0177363,120.0177363,120.0177363,120.0177363
2015-05-24,119.5081917,119.5081917,119.5081917,119.5081917
2015-05-25,118.9849708,118.9849708,118.9849708,118.9849708
2015-05-26,118.7762803,118.7762803,118.7762803,118.7762803
2015-05-27,118.5679557,118.5679557,118.5679557,118.5679557
2015-05-28,117.9927928,117.9927928,117.9927928,117.9927928
2015-05-29,117.5299744,117.5299744,117.5299744,117.5299744
2015-05-30,117.0810288,117.0810288,117.0810288,117.0810288
2015-05-31,116.6290165,116.6290165,116.6290165,116.6290165
2015-06-01,116.0186819,116.0186819,116.0186819,116.0186819
2015-06-02,115.5839056,115.5839056,115.5839056,115.5839056
2015-06-03,115.2861855,115.2861855,115.2861855,115.2861855
2015-06-04,115.043776,115.043776,115.043776,115.043776
2015-06-05,114.9161734,114.9161734,114.9161734,114.9161734
2015-06-06,114.9294476,114.9294476,114.9294476,114.9294476
2015-06-07,115.0263463,115.0263463,115.0263463,115.0263463
2015-06-08,114.8219599,114.8219599,114.8219599,114.8219599
2015-06-09,114.637232,114.637232,114.637232,114.637232
2015-06-10,114.3950723,114.3950723,114.3950723,114.3950723
2015-06-11,114.2111215,114.2111215,114.2111215,114.2111215
2015-06-12,114.1728733,114.1728733,114.1728733,114.1728733
2015-06-13,113.8041001,113.8041001,113.8041001,113.8041001
2015-06-14,113.3772635,113.3772635,113.3772635,113.3772635
2015-06-15,113.3529046,113.3529046,113.3529046,113.3529046
2015-06-16,113.218258,113.218258,113.218258,113.218258
2015-06-17,113.3253867,113.3253867,113.3253867,113.3253867
2015-06-18,113.2080523,113.2080523,113.2080523,113.2080523
2015-06-19,113.0473445,113.0473445,113.0473445,113.0473445
2015-06-20,113.090821,113.090821,113.090821,113.090821
2015-06-21,112.9067488,112.9067488,112.9067488,112.9067488
2015-06-22,112.9170862,112.9170862,112.9170862,112.9170862
2015-06-23,112.8561624,112.8561624,112.8561624,112.8561624
2015-06-24,112.7952753,112.7952753,112.7952753,112.7952753
2015-06-25,112.613812,112.613812,112.613812,112.613812
