Date,Equity,Exit Entry,Exit Position,Entry Price,Exit Price,P/L,Returns,Drawdown,Drawdown Duration
2016-05-16,1000000.0,,,,,,,0.0,
2016-05-17,1000000.0,,,,,,,0.0,
2016-05-18,1000000.0,,,,,,,0.0,
2016-05-19,1000000.0,,,,,,,0.0,
2016-05-20,1000000.0,,,,,,,0.0,
2016-05-21,1000000.0,,,,,,,0.0,
2016-05-22,1000000.0,,,,,,,0.0,
2016-05-23,1000000.0,,,,,,,0.0,
2016-05-24,1000000.0,,,,,,,0.0,
2016-05-25,1000000.0,,,,,,,0.0,
2016-05-26,1000000.0,,,,,,,0.0,
2016-05-27,1000000.0,,,,,,,0.0,
2016-05-28,1000000.0,,,,,,,0.0,
2016-05-29,1000000.0,,,,,,,0.0,
2016-05-30,1000000.0,,,,,,,0.0,
2016-05-31,1000000.0,,,,,,,0.0,
2016-06-01,1000000.0,,,,,,,0.0,
2016-06-02,1000000.0,,,,,,,0.0,
2016-06-03,1000000.0,,,,,,,0.0,
2016-06-04,1000000.0,,,,,,,0.0,
2016-06-05,1000000.0,,,,,,,0.0,
2016-06-06,1000000.0,,,,,,,0.0,
2016-06-07,1000000.0,,,,,,,0.0,
2016-06-08,1000000.0,,,,,,,0.0,
2016-06-09,1000000.0,,,,,,,0.0,
2016-06-10,1000000.0,,,,,,,0.0,
2016-06-11,1000000.0,,,,,,,0.0,
2016-06-12,1000000.0,,,,,,,0.0,
2016-06-13,1000000.0,,,,,,,0.0,
2016-06-14,1000000.0,,,,,,,0.0,
2016-06-15,1000000.0,,,,,,,0.0,
2016-06-16,1000000.0,,,,,,,0.0,
2016-06-17,1000000.0,,,,,,,0.0,
2016-06-18,1000000.0,,,,,,,0.0,
2016-06-19,1000000.0,,,,,,,0.0,
2016-06-20,1000000.0,,,,,,,0.0,
2016-06-21,1000000.0,,,,,,,0.0,
2016-06-22,1000000.0,,,,,,,0.0,
2016-06-23,1000000.0,,,,,,,0.0,
2016-06-24,1000000.0,,,,,,,0.0,
2016-06-25,1000000.0,,,,,,,0.0,
2016-06-26,1000000.0,,,,,,,0.0,
2016-06-27,1000000.0,,,,,,,0.0,
2016-06-28,1000000.0,,,,,,,0.0,
2016-06-29,1000000.0,,,,,,,0.0,
2016-06-30,1000000.0,,,,,,,0.0,
2016-07-01,1000000.0,,,,,,,0.0,
2016-07-02,1000000.0,,,,,,,0.0,
2016-07-03,1000000.0,,,,,,,0.0,
2016-07-04,1000000.0,,,,,,,0.0,
2016-07-05,1000000.0,,,,,,,0.0,
2016-07-06,1000000.0,,,,,,,0.0,
2016-07-07,1000000.0,,,,,,,0.0,
2016-07-08,1000000.0,,,,,,,0.0,
2016-07-09,1000000.0,,,,,,,0.0,
2016-07-10,1000000.0,,,,,,,0.0,
2016-07-11,1000000.0,,,,,,,0.0,
2016-07-12,1000000.0,,,,,,,0.0,
2016-07-13,1000000.0,,,,,,,0.0,
2016-07-14,1000000.0,,,,,,,0.0,
2016-07-15,1000000.0,,,,,,,0.0,
2016-07-16,1000000.0,,,,,,,0.0,
2016-07-17,1000000.0,,,,,,,0.0,
2016-07-18,1000000.0,,,,,,,0.0,
2016-07-19,1000000.0,,,,,,,0.0,
2016-07-20,1000000.0,,,,,,,0.0,
2016-07-21,1000000.0,,,,,,,0.0,
2016-07-22,1000000.0,,,,,,,0.0,
2016-07-23,1000000.0,,,,,,,0.0,
2016-07-24,1000000.0,,,,,,,0.0,
2016-07-25,1000000.0,,,,,,,0.0,
2016-07-26,1000000.0,,,,,,,0.0,
2016-07-27,1000000.0,,,,,,,0.0,
2016-07-28,1000000.0,,,,,,,0.0,
2016-07-29,1000000.0,,,,,,,0.0,
2016-07-30,1000000.0,,,,,,,0.0,
2016-07-31,1000000.0,,,,,,,0.0,
2016-08-01,1000000.0,,,,,,,0.0,
2016-08-02,1000000.0,,,,,,,0.0,
2016-08-03,1000000.0,,,,,,,0.0,
2016-08-04,1000000.0,,,,,,,0.0,
2016-08-05,1000000.0,,,,,,,0.0,
2016-08-06,1000000.0,,,,,,,0.0,
2016-08-07,1000000.0,,,,,,,0.0,
2016-08-08,1000000.0,,,,,,,0.0,
2016-08-09,1000000.0,,,,,,,0.0,
2016-08-10,1000000.0,,,,,,,0.0,
2016-08-11,1000000.0,,,,,,,0.0,
2016-08-12,1000000.0,,,,,,,0.0,
2016-08-13,1000000.0,,,,,,,0.0,
2016-08-14,1000000.0,,,,,,,0.0,
2016-08-15,1000000.0,,,,,,,0.0,
2016-08-16,1000000.0,,,,,,,0.0,
2016-08-17,1000000.0,,,,,,,0.0,
2016-08-18,1000000.0,,,,,,,0.0,
2016-08-19,1000000.0,,,,,,,0.0,
2016-08-20,1000000.0,,,,,,,0.0,
2016-08-21,1000000.0,,,,,,,0.0,
2016-08-22,1000000.0,,,,,,,0.0,
2016-08-23,1000000.0,,,,,,,0.0,
2016-08-24,1000000.0,,,,,,,0.0,
2016-08-25,1000000.0,,,,,,,0.0,
2016-08-26,1000000.0,,,,,,,0.0,
2016-08-27,1000000.0,,,,,,,0.0,
2016-08-28,1000000.0,,,,,,,0.0,
2016-08-29,1000000.0,,,,,,,0.0,
2016-08-30,1000000.0,,,,,,,0.0,
2016-08-31,1000000.0,,,,,,,0.0,
2016-09-01,1000000.0,,,,,,,0.0,
2016-09-02,1000000.0,,,,,,,0.0,
2016-09-03,1000000.0,,,,,,,0.0,
2016-09-04,1000000.0,,,,,,,0.0,
2016-09-05,1000000.0,,,,,,,0.0,
2016-09-06,1000000.0,,,,,,,0.0,
2016-09-07,1000000.0,,,,,,,0.0,
2016-09-08,1000000.0,,,,,,,0.0,
2016-09-09,1000000.0,,,,,,,0.0,
2016-09-10,1000000.0,,,,,,,0.0,
2016-09-11,1000000.0,,,,,,,0.0,
2016-09-12,1000000.0,,,,,,,0.0,
2016-09-13,1000000.0,,,,,,,0.0,
2016-09-14,1000000.0,,,,,,,0.0,
2016-09-15,1000000.0,,,,,,,0.0,
2016-09-16,1000000.0,,,,,,,0.0,
2016-09-17,1000000.0,,,,,,,0.0,
2016-09-18,1000000.0,,,,,,,0.0,
2016-09-19,1000000.0,,,,,,,0.0,
2016-09-20,1000000.0,,,,,,,0.0,
2016-09-21,1000000.0,,,,,,,0.0,
2016-09-22,1000000.0,,,,,,,0.0,
2016-09-23,1000000.0,,,,,,,0.0,
2016-09-24,1000000.0,,,,,,,0.0,
2016-09-25,1000000.0,,,,,,,0.0,
