Date,Equity,Exit Entry,Exit Position,Entry Price,Exit Price,P/L,Returns,Drawdown,Drawdown Duration
2016-03-30,974874.0981642244,,,,,,,0.1690283400492797,
2016-03-31,974216.732152212,,,,,,,0.16958867140614498,
2016-04-01,992623.4373099713,,,,,,,0.1538990040245113,
2016-04-02,992623.4373099713,,,,,,,0.1538990040245113,
2016-04-03,992623.4373099713,,,,,,,0.1538990040245113,
2016-04-04,1000528.6790999778,,,,,,,0.147160665294491,
2016-04-05,991601.5193340045,,,,,,,0.15477007535405185,
2016-04-06,998799.4565255074,,,,,,,0.14863463506744723,
2016-04-07,1031605.436324619,,,,,,,0.12067118877083094,
2016-04-08,1033819.9737226067,,,,,,,0.11878354212897835,
2016-04-09,1033819.9737226067,,,,,,,0.11878354212897835,
2016-04-10,1033819.9737226067,,,,,,,0.11878354212897835,
2016-04-11,1041646.2965524988,,,,,,,0.11211247302835059,
2016-04-12,1003656.4175711516,,,,,,,0.14449461638194194,
2016-04-13,1007154.6975472273,,,,,,,0.14151272207972798,
2016-04-14,1029767.2227545201,,,,,,,0.12223806123627579,
2016-04-15,1016723.0217064307,,,,,,,0.1333567907399864,
2016-04-16,1016723.0217064307,,,,,,,0.1333567907399864,
2016-04-17,1016723.0217064307,,,,,,,0.1333567907399864,
2016-04-18,1033450.2243554525,,,,,,,0.11909871230938252,
2016-04-19,1052650.9388157318,,,,,,,0.10273224037485962,
2016-04-20,1088744.0943521385,,,,,,,0.07196684264255171,
2016-04-21,1096178.6141725194,,,,,,,0.0656297419977484,
2016-04-22,1093275.3794069476,,,,,,,0.06810442648974269,
2016-04-23,1093275.3794069476,,,,,,,0.06810442648974269,
2016-04-24,1093275.3794069476,,,,,,,0.06810442648974269,
2016-04-25,1105404.2949575526,,,,,,,0.057765875996435345,
2016-04-26,1104559.1847641652,218.0,9418.998187635967,117.2692852,117.2692852,104559.18476416529,0.10455918476416529,0.05848623837098477,
2016-04-27,1088367.7002246955,,,,,,,0.0722876767415046,
2016-04-28,1099226.8540978045,,,,,,,0.06303145674695343,
2016-04-29,1161597.3790030854,,,,,,,0.009867526440326069,
2016-04-30,1161597.3790030854,,,,,,,0.009867526440326069,
2016-05-01,1161597.3790030854,,,,,,,0.009867526440326069,
2016-05-02,1145549.2289127214,,,,,,,0.02354678814687894,58 days 00:00:00.000000000
2016-05-03,1173222.7845090958,,,,,,,0.0,
2016-05-04,1165988.0232835778,,,,,,,0.006166570681241268,2 days 00:00:00.000000000
2016-05-05,1181063.4953795522,,,,,,,0.0,
2016-05-06,1183884.6718146384,,,,,,,0.0,
2016-05-07,1183884.6718146384,,,,,,,0.0,
2016-05-08,1183884.6718146384,,,,,,,0.0,
2016-05-09,1204211.9701231036,,,,,,,0.0,
2016-05-10,1219170.3732649656,,,,,,,0.0,
2016-05-11,1222432.8225857439,,,,,,,0.0,
2016-05-12,1217530.8568652296,,,,,,,0.0040100082638041545,
2016-05-13,1204549.4018637596,,,,,,,0.014629368904015894,
2016-05-14,1204549.4018637596,,,,,,,0.014629368904015894,
2016-05-15,1204549.4018637596,,,,,,,0.014629368904015894,
2016-05-16,1215556.0886513633,,,,,,,0.0056254493558465235,
2016-05-17,1218187.3298971003,,,,,,,0.003472986498892605,7 days 00:00:00.000000000
2016-05-18,1225026.9855003653,,,,,,,0.0,
2016-05-19,1233362.4632362225,,,,,,,0.0,
2016-05-20,1219170.3732649656,,,,,,,0.01150682819875859,
2016-05-21,1219170.3732649656,,,,,,,0.01150682819875859,
2016-05-22,1219170.3732649656,,,,,,,0.01150682819875859,
2016-05-23,1207575.8895225557,,,,,,,0.020907538928990332,
2016-05-24,1220477.9981821363,,,,,,,0.01044661682039405,
2016-05-25,1223407.2721200818,,,,,,,0.008071585939156356,
2016-05-26,1214235.1007286466,,,,,,,0.015508306015238671,8 days 00:00:00.000000000
2016-05-27,1253886.8360400281,,,,,,,0.0,
2016-05-28,1253886.8360400281,,,,,,,0.0,
2016-05-29,1253886.8360400281,,,,,,,0.0,
2016-05-30,1253886.8360400281,,,,,,,0.0,
2016-05-31,1260533.3302932205,,,,,,,0.0,
2016-06-01,1278187.9595213048,,,,,,,0.0,
2016-06-02,1286481.9862060207,,,,,,,0.0,
2016-06-03,1325520.7240338777,,,,,,,0.0,
2016-06-04,1325520.7240338777,,,,,,,0.0,
2016-06-05,1325520.7240338777,,,,,,,0.0,
2016-06-06,1326556.8650226982,,,,,,,0.0,
2016-06-07,1310211.2097860747,,,,,,,0.012321865475660387,
2016-06-08,1321089.1361085807,,,,,,,0.004121744840560493,
2016-06-09,1316876.3685179662,,,,,,,0.007297460636613073,
2016-06-10,1321612.864854966,,,,,,,0.003726941752811741,
2016-06-11,1321612.864854966,,,,,,,0.003726941752811741,
2016-06-12,1321612.864854966,,,,,,,0.003726941752811741,
2016-06-13,1301529.299115085,,,,,,,0.01886656091986294,
2016-06-14,1295182.1911970994,,,,,,,0.023651209121036798,
2016-06-15,1311820.1453037916,,,,,,,0.011108999627131966,
2016-06-16,1316876.3685179662,,,,,,,0.007297460636613073,
2016-06-17,1315816.7624569037,,,,,,,0.008096224782350947,
2016-06-18,1315816.7624569037,,,,,,,0.008096224782350947,
2016-06-19,1315816.7624569037,,,,,,,0.008096224782350947,
2016-06-20,1312355.1454264778,,,,,,,0.010705699823865045,
2016-06-21,1312622.400222777,,,,,,,0.010504234810682522,16 days 00:00:00.000000000
2016-06-22,1329393.4405221646,,,,,,,0.0,
2016-06-23,1315816.7624569037,,,,,,,0.010212686215698596,
2016-06-24,1317140.8672643008,,,,,,,0.009216664445892864,
2016-06-25,1317140.8672643008,,,,,,,0.009216664445892864,
2016-06-26,1317140.8672643008,,,,,,,0.009216664445892864,
2016-06-27,1325001.717000888,,,,,,,0.0033035543785679966,6 days 00:00:00.000000000
2016-06-28,1341055.5618462737,,,,,,,0.0,
2016-06-29,1353377.2010132298,,,,,,,0.0,
2016-06-30,1361552.853958042,,,,,,,0.0,
2016-07-01,1368868.5705499174,,,,,,,0.0,
2016-07-02,1368868.5705499174,,,,,,,0.0,
2016-07-03,1368868.5705499174,,,,,,,0.0,
2016-07-04,1368868.5705499174,,,,,,,0.0,
2016-07-05,1365816.539522803,,,,,,,0.0022296012142994925,2 days 00:00:00.000000000
2016-07-06,1385818.410511496,,,,,,,0.0,
2016-07-07,1377661.182607773,,,,,,,0.0058862170121640744,
2016-07-08,1352161.216738711,,,,,,,0.024286871582520186,
2016-07-09,1352161.216738711,,,,,,,0.024286871582520186,
2016-07-10,1352161.216738711,,,,,,,0.024286871582520186,
2016-07-11,1349473.521083534,,,,,,,0.026226300034899452,
2016-07-12,1357485.1762350951,,,,,,,0.020445127631074866,
2016-07-13,1369336.1008277657,,,,,,,0.011893556586282328,
2016-07-14,1366993.0891315974,,,,,,,0.013584262726709095,
2016-07-15,1381533.8117311688,,,,,,,0.0030917461824928605,
2016-07-16,1381533.8117311688,,,,,,,0.0030917461824928605,
2016-07-17,1381533.8117311688,,,,,,,0.0030917461824928605,
2016-07-18,1357244.652018596,,,,,,,0.02061868876626749,
2016-07-19,1356281.1581534925,,,,,,,0.02131394137497533,
2016-07-20,1350208.244060544,,,,,,,0.025696127415285597,
2016-07-21,1351917.593912365,,,,,,,0.024462668659899323,
2016-07-22,1345780.4630813568,,,,,,,0.028891193194180098,
2016-07-23,1345780.4630813568,,,,,,,0.028891193194180098,
2016-07-24,1345780.4630813568,,,,,,,0.028891193194180098,
2016-07-25,1365816.539522803,,,,,,,0.014433255350757346,
2016-07-26,1372825.614670711,,,,,,,0.00937553992805551,
2016-07-27,1338043.9630483524,,,,,,,0.034473814967943994,
2016-07-28,1327332.336122446,,,,,,,0.04220327421358416,
2016-07-29,1349473.521083534,,,,,,,0.026226300034899452,
2016-07-30,1349473.521083534,,,,,,,0.026226300034899452,
2016-07-31,1349473.521083534,,,,,,,0.026226300034899452,
2016-08-01,1311820.1453037916,,,,,,,0.05339679762256311,
2016-08-02,1317933.3995058557,,,,,,,0.048985502350617716,
2016-08-03,1324741.978848589,,,,,,,0.04407246375112328,
2016-08-04,1370968.256385778,,,,,,,0.010715800867616476,
2016-08-05,1336530.106545849,,,,,,,0.035566206648571685,
2016-08-06,1336530.106545849,,,,,,,0.035566206648571685,
2016-08-07,1336530.106545849,,,,,,,0.035566206648571685,
2016-08-08,1369803.0970329389,,,,,,,0.011556574336926362,
2016-08-09,1361790.8868299404,,,,,,,0.01733814726323868,
2016-08-10,1373751.1260666533,,,,,,,0.008707695289160378,
2016-08-11,1366052.1195577844,,,,,,,0.014263261913525893,
2016-08-12,1375825.8512775998,,,,,,,0.0072105834055185,
2016-08-13,1375825.8512775998,,,,,,,0.0072105834055185,
2016-08-14,1375825.8512775998,,,,,,,0.0072105834055185,
2016-08-15,1363927.019769261,,,,,,,0.01579672385370834,
2016-08-16,1352891.232734079,,,,,,,0.02376009549856084,
2016-08-17,1357485.1762350951,,,,,,,0.020445127631074866,
2016-08-18,1368868.5705499174,,,,,,,0.012230924219950645,
2016-08-19,1362504.1623322314,,,,,,,0.016823451039779114,
2016-08-20,1362504.1623322314,,,,,,,0.016823451039779114,
2016-08-21,1362504.1623322314,,,,,,,0.016823451039779114,47 days 00:00:00.000000000
2016-08-22,1389613.534855398,,,,,,,0.0,
2016-08-23,1395348.781872594,,,,,,,0.0,
2016-08-24,1388501.060168228,,,,,,,0.004907534082751797,
2016-08-25,1388055.2004858933,,,,,,,0.005227066867763752,
2016-08-26,1384245.1890526563,,,,,,,0.007957575169870057,
2016-08-27,1384245.1890526563,,,,,,,0.007957575169870057,
2016-08-28,1384245.1890526563,,,,,,,0.007957575169870057,
2016-08-29,1389835.6578067383,,,,,,,0.003951072403888145,
2016-08-30,1366758.0490433443,,,,,,,0.02049002600688854,8 days 00:00:00.000000000
2016-08-31,1402295.2577916544,,,,,,,0.0,
2016-09-01,1380853.1025409838,,,,,,,0.015290756444857334,
2016-09-02,1398837.3289209227,,,,,,,0.0024659064141580034,
2016-09-03,1398837.3289209227,,,,,,,0.0024659064141580034,
2016-09-04,1398837.3289209227,,,,,,,0.0024659064141580034,
2016-09-05,1398837.3289209227,,,,,,,0.0024659064141580034,
2016-09-06,1397096.908029951,,,,,,,0.0037070294096906986,7 days 00:00:00.000000000
2016-09-07,1418107.8946061214,,,,,,,0.0,
2016-09-08,1421808.533773648,,,,,,,0.0,
2016-09-09,1401002.096845488,,,,,,,0.014633782562084696,
2016-09-10,1401002.096845488,,,,,,,0.014633782562084696,
2016-09-11,1401002.096845488,,,,,,,0.014633782562084696,4 days 00:00:00.000000000
2016-09-12,1424255.8950468176,,,,,,,0.0,
2016-09-13,1419551.2784103355,,,,,,,0.003303210225664821,
2016-09-14,1412489.314589947,,,,,,,0.008261563457656496,
2016-09-15,1411229.5690829558,,,,,,,0.009146057256398832,
2016-09-16,1418933.349612268,,,,,,,0.0037370710228828985,
