Date,Equity,Exit Entry,Exit Position,Entry Price,Exit Price,P/L,Returns,Drawdown,Drawdown Duration
2015-05-14,1000000.0,,,,,,,0.0,
2015-05-15,1000000.0,,,,,,,0.0,
2015-05-16,1000000.0,,,,,,,0.0,
2015-05-17,1000000.0,,,,,,,0.0,
2015-05-18,1000000.0,,,,,,,0.0,
2015-05-19,1000000.0,,,,,,,0.0,
2015-05-20,1000000.0,,,,,,,0.0,
2015-05-21,1000000.0,,,,,,,0.0,
2015-05-22,1000000.0,,,,,,,0.0,
2015-05-23,1000000.0,,,,,,,0.0,
2015-05-24,1000000.0,,,,,,,0.0,
2015-05-25,1000000.0,,,,,,,0.0,
2015-05-26,1000000.0,,,,,,,0.0,
2015-05-27,1000000.0,,,,,,,0.0,
2015-05-28,1000000.0,,,,,,,0.0,
2015-05-29,1000000.0,,,,,,,0.0,
2015-05-30,1000000.0,,,,,,,0.0,
2015-05-31,1000000.0,,,,,,,0.0,
2015-06-01,1000000.0,,,,,,,0.0,
2015-06-02,1000000.0,,,,,,,0.0,
2015-06-03,1000000.0,,,,,,,0.0,
2015-06-04,1000000.0,,,,,,,0.0,
2015-06-05,1000000.0,,,,,,,0.0,
2015-06-06,1000000.0,,,,,,,0.0,
2015-06-07,1000000.0,,,,,,,0.0,
2015-06-08,1000000.0,,,,,,,0.0,
2015-06-09,1000000.0,,,,,,,0.0,
2015-06-10,1000000.0,,,,,,,0.0,
2015-06-11,1000000.0,,,,,,,0.0,
2015-06-12,1000000.0,,,,,,,0.0,
2015-06-13,1000000.0,,,,,,,0.0,
2015-06-14,1000000.0,,,,,,,0.0,
2015-06-15,1000000.0,,,,,,,0.0,
2015-06-16,1000000.0,,,,,,,0.0,
2015-06-17,1000000.0,,,,,,,0.0,
2015-06-18,1000000.0,,,,,,,0.0,
2015-06-19,1000000.0,,,,,,,0.0,
2015-06-20,1000000.0,,,,,,,0.0,
2015-06-21,1000000.0,,,,,,,0.0,
2015-06-22,1000000.0,,,,,,,0.0,
2015-06-23,1000000.0,,,,,,,0.0,
2015-06-24,1000000.0,,,,,,,0.0,
2015-06-25,1000000.0,,,,,,,0.0,
2015-06-26,1000000.0,,,,,,,0.0,
2015-06-27,1000000.0,,,,,,,0.0,
2015-06-28,1000000.0,,,,,,,0.0,
2015-06-29,1000000.0,,,,,,,0.0,
2015-06-30,1000000.0,,,,,,,0.0,
2015-07-01,1000000.0,,,,,,,0.0,
2015-07-02,1000000.0,,,,,,,0.0,
2015-07-03,1000000.0,,,,,,,0.0,
2015-07-04,1000000.0,,,,,,,0.0,
2015-07-05,1000000.0,,,,,,,0.0,
2015-07-06,1000000.0,,,,,,,0.0,
2015-07-07,1000000.0,,,,,,,0.0,
2015-07-08,1000000.0,,,,,,,0.0,
2015-07-09,1000000.0,,,,,,,0.0,
2015-07-10,1000000.0,,,,,,,0.0,
2015-07-11,1000000.0,,,,,,,0.0,
2015-07-12,1000000.0,,,,,,,0.0,
2015-07-13,1000000.0,,,,,,,0.0,
2015-07-14,1000000.0,,,,,,,0.0,
2015-07-15,1000000.0,,,,,,,0.0,
2015-07-16,1000000.0,,,,,,,0.0,
2015-07-17,1000000.0,,,,,,,0.0,
2015-07-18,1000000.0,,,,,,,0.0,
2015-07-19,1000000.0,,,,,,,0.0,
2015-07-20,1000000.0,,,,,,,0.0,
2015-07-21,1000000.0,,,,,,,0.0,
2015-07-22,1000000.0,,,,,,,0.0,
2015-07-23,1000000.0,,,,,,,0.0,
2015-07-24,1000000.0,,,,,,,0.0,
2015-07-25,1000000.0,,,,,,,0.0,
2015-07-26,1000000.0,,,,,,,0.0,
2015-07-27,1000000.0,,,,,,,0.0,
2015-07-28,1000000.0,,,,,,,0.0,
2015-07-29,1000000.0,,,,,,,0.0,
2015-07-30,1000000.0,,,,,,,0.0,
2015-07-31,1000000.0,,,,,,,0.0,
2015-08-01,1000000.0,,,,,,,0.0,
2015-08-02,1000000.0,,,,,,,0.0,
2015-08-03,1000000.0,,,,,,,0.0,
2015-08-04,1000000.0,,,,,,,0.0,
2015-08-05,1000000.0,,,,,,,0.0,
2015-08-06,1000000.0,,,,,,,0.0,
2015-08-07,1000000.0,,,,,,,0.0,
2015-08-08,1000000.0,,,,,,,0.0,
2015-08-09,1000000.0,,,,,,,0.0,
2015-08-10,1000000.0,,,,,,,0.0,
2015-08-11,1000000.0,,,,,,,0.0,
2015-08-12,1000000.0,,,,,,,0.0,
2015-08-13,1000000.0,,,,,,,0.0,
2015-08-14,1000000.0,,,,,,,0.0,
2015-08-15,1000000.0,,,,,,,0.0,
2015-08-16,1000000.0,,,,,,,0.0,
2015-08-17,1000000.0,,,,,,,0.0,
2015-08-18,1000000.0,,,,,,,0.0,
2015-08-19,1000000.0,,,,,,,0.0,
2015-08-20,1000000.0,,,,,,,0.0,
2015-08-21,1000000.0,,,,,,,0.0,
2015-08-22,1000000.0,,,,,,,0.0,
2015-08-23,1000000.0,,,,,,,0.0,
2015-08-24,1000000.0,,,,,,,0.0,
2015-08-25,1000000.0,,,,,,,0.0,
2015-08-26,1000000.0,,,,,,,0.0,
2015-08-27,1000000.0,,,,,,,0.0,
2015-08-28,1000000.0,,,,,,,0.0,
2015-08-29,1000000.0,,,,,,,0.0,
2015-08-30,1000000.0,,,,,,,0.0,
2015-08-31,1000000.0,,,,,,,0.0,
2015-09-01,1000000.0,,,,,,,0.0,
2015-09-02,1000000.0,,,,,,,0.0,
2015-09-03,1000000.0,,,,,,,0.0,
2015-09-04,1000000.0,,,,,,,0.0,
2015-09-05,1000000.0,,,,,,,0.0,
2015-09-06,1000000.0,,,,,,,0.0,
2015-09-07,1000000.0,,,,,,,0.0,
2015-09-08,1000000.0,,,,,,,0.0,
2015-09-09,1000000.0,,,,,,,0.0,
2015-09-10,1000000.0,,,,,,,0.0,
2015-09-11,1000000.0,,,,,,,0.0,
2015-09-12,1000000.0,,,,,,,0.0,
2015-09-13,1000000.0,,,,,,,0.0,
2015-09-14,1000000.0,,,,,,,0.0,
2015-09-15,1000000.0,,,,,,,0.0,
2015-09-16,1000000.0,,,,,,,0.0,
2015-09-17,1000000.0,,,,,,,0.0,
2015-09-18,1000000.0,,,,,,,0.0,
2015-09-19,1000000.0,,,,,,,0.0,
2015-09-20,1000000.0,,,,,,,0.0,
2015-09-21,1000000.0,,,,,,,0.0,
2015-09-22,1000000.0,,,,,,,0.0,
2015-09-23,1000000.0,,,,,,,0.0,
2015-09-24,1000000.0,,,,,,,0.0,
2015-09-25,1000000.0,,,,,,,0.0,
2015-09-26,1000000.0,,,,,,,0.0,
2015-09-27,1000000.0,,,,,,,0.0,
2015-09-28,1000000.0,,,,,,,0.0,
2015-09-29,1000000.0,,,,,,,0.0,
2015-09-30,1000000.0,,,,,,,0.0,
2015-10-01,1000000.0,,,,,,,0.0,
2015-10-02,1000000.0,,,,,,,0.0,
2015-10-03,1000000.0,,,,,,,0.0,
2015-10-04,1000000.0,,,,,,,0.0,
2015-10-05,1000000.0,,,,,,,0.0,
2015-10-06,1000000.0,,,,,,,0.0,
2015-10-07,1000000.0,,,,,,,0.0,
2015-10-08,1000000.0,,,,,,,0.0,
2015-10-09,1000000.0,,,,,,,0.0,
2015-10-10,1000000.0,,,,,,,0.0,
2015-10-11,1000000.0,,,,,,,0.0,
2015-10-12,1000000.0,,,,,,,0.0,
2015-10-13,1000000.0,,,,,,,0.0,
2015-10-14,1000000.0,,,,,,,0.0,
2015-10-15,1000000.0,,,,,,,0.0,
2015-10-16,1000000.0,,,,,,,0.0,
2015-10-17,1000000.0,,,,,,,0.0,
2015-10-18,1000000.0,,,,,,,0.0,
2015-10-19,1000000.0,,,,,,,0.0,
2015-10-20,1000000.0,,,,,,,0.0,
2015-10-21,1000000.0,,,,,,,0.0,
2015-10-22,1000000.0,,,,,,,0.0,
2015-10-23,1000000.0,,,,,,,0.0,
2015-10-24,1000000.0,,,,,,,0.0,
2015-10-25,1000000.0,,,,,,,0.0,
2015-10-26,1000000.0,,,,,,,0.0,
2015-10-27,1000000.0,,,,,,,0.0,
2015-10-28,1000000.0,,,,,,,0.0,
2015-10-29,1000000.0,,,,,,,0.0,
2015-10-30,1000000.0,,,,,,,0.0,
2015-10-31,1000000.0,,,,,,,0.0,
2015-11-01,1000000.0,,,,,,,0.0,
2015-11-02,1000000.0,,,,,,,0.0,
2015-11-03,1000000.0,,,,,,,0.0,
2015-11-04,1000000.0,,,,,,,0.0,
2015-11-05,1000000.0,,,,,,,0.0,
2015-11-06,1000000.0,,,,,,,0.0,
2015-11-07,1000000.0,,,,,,,0.0,
2015-11-08,1000000.0,,,,,,,0.0,
2015-11-09,1000000.0,,,,,,,0.0,
2015-11-10,1000000.0,,,,,,,0.0,
2015-11-11,1000000.0,,,,,,,0.0,
2015-11-12,1000000.0,,,,,,,0.0,
2015-11-13,1000000.0,,,,,,,0.0,
2015-11-14,1000000.0,,,,,,,0.0,
2015-11-15,1000000.0,,,,,,,0.0,
2015-11-16,1000000.0,,,,,,,0.0,
2015-11-17,1000000.0,,,,,,,0.0,
2015-11-18,1000000.0,,,,,,,0.0,
2015-11-19,1000000.0,,,,,,,0.0,
2015-11-20,1000000.0,,,,,,,0.0,
2015-11-21,1000000.0,,,,,,,0.0,
2015-11-22,1000000.0,,,,,,,0.0,
2015-11-23,1000000.0,,,,,,,0.0,
2015-11-24,1000000.0,,,,,,,0.0,
2015-11-25,1000000.0,,,,,,,0.0,
2015-11-26,1000000.0,,,,,,,0.0,
2015-11-27,1000000.0,,,,,,,0.0,
2015-11-28,1000000.0,,,,,,,0.0,
2015-11-29,1000000.0,,,,,,,0.0,
2015-11-30,1000000.0,,,,,,,0.0,
2015-12-01,1000000.0,,,,,,,0.0,
2015-12-02,1000000.0,,,,,,,0.0,
2015-12-03,1000000.0,,,,,,,0.0,
2015-12-04,1000000.0,,,,,,,0.0,
2015-12-05,1000000.0,,,,,,,0.0,
2015-12-06,1000000.0,,,,,,,0.0,
2015-12-07,1000000.0,,,,,,,0.0,
2015-12-08,1000000.0,,,,,,,0.0,
2015-12-09,1000000.0,,,,,,,0.0,
2015-12-10,1000000.0,,,,,,,0.0,
2015-12-11,1000000.0,,,,,,,0.0,
2015-12-12,1000000.0,,,,,,,0.0,
2015-12-13,1000000.0,,,,,,,0.0,
2015-12-14,1000000.0,,,,,,,0.0,
2015-12-15,1000000.0,,,,,,,0.0,
2015-12-16,1000000.0,,,,,,,0.0,
2015-12-17,1000000.0,,,,,,,0.0,
2015-12-18,1000000.0,,,105.09642,,,,0.0,
2015-12-19,989902.9895070284,,,,,,,0.010097010492971625,
2015-12-20,989902.9895070284,,,,,,,0.010097010492971625,
2015-12-21,981496.8840112959,,,,,,,0.018503115988704133,
2015-12-22,970617.0057980563,,,,,,,0.02938299420194379,
2015-12-23,974216.732152212,,,,,,,0.02578326784778806,
2015-12-24,957113.8876107696,,,,,,,0.04288611238923046,
2015-12-25,957113.8876107696,,,,,,,0.04288611238923046,
2015-12-26,957113.8876107696,,,,,,,0.04288611238923046,
2015-12-27,957113.8876107696,,,,,,,0.04288611238923046,
2015-12-28,949253.2278229846,,,,,,,0.0507467721770154,
2015-12-29,995358.8792161291,,,,,,,0.004641120783870911,
2015-12-30,989902.9895070284,,,,,,,0.010097010492971625,
2015-12-31,978505.5288662798,,,,,,,0.021494471133720272,
2016-01-01,978505.5288662798,,,,,,,0.021494471133720272,
2016-01-02,978505.5288662798,,,,,,,0.021494471133720272,
2016-01-03,978505.5288662798,,,,,,,0.021494471133720272,17 days 00:00:00.000000000
2016-01-04,1000528.6790999778,,,,,,,0.0,
2016-01-05,978174.281538017,,,,,,,0.022342585503965395,2 days 00:00:00.000000000
2016-01-06,1014224.9300775027,,,,,,,0.0,
2016-01-07,1036044.0393791615,,,,,,,0.0,
2016-01-08,1058047.1723579112,,,,,,,0.0,
2016-01-09,1058047.1723579112,,,,,,,0.0,
2016-01-10,1058047.1723579112,,,,,,,0.0,
2016-01-11,1065459.7440287154,,,,,,,0.0,
2016-01-12,1072976.9127324931,,,,,,,0.0,
2016-01-13,1079389.9243033286,,,,,,,0.0,
2016-01-14,1105827.3351326531,,,,,,,0.0,
2016-01-15,1124329.5046627435,,,,,,,0.0,
2016-01-16,1124329.5046627435,,,,,,,0.0,
2016-01-17,1124329.5046627435,,,,,,,0.0,
2016-01-18,1124329.5046627435,,,,,,,0.0,
2016-01-19,1135820.2934470342,,,,,,,0.0,
2016-01-20,1130045.6893286593,,,,,,,0.005084082536375378,
2016-01-21,1132703.5780294393,,,,,,,0.002744021598818369,
2016-01-22,1113927.072641936,,,,,,,0.019275250610865435,
2016-01-23,1113927.072641936,,,,,,,0.019275250610865435,
2016-01-24,1113927.072641936,,,,,,,0.019275250610865435,
2016-01-25,1121710.724584338,,,,,,,0.01242236024844734,
2016-01-26,1122582.294627434,,,,,,,0.01165501170913652,
2016-01-27,1053034.5576577173,,,,,,,0.07288629747763653,
2016-01-28,1065852.7583213933,,,,,,,0.061600884866478856,
2016-01-29,1048449.5014260547,,,,,,,0.07692307711444646,
2016-01-30,1048449.5014260547,,,,,,,0.07692307711444646,
2016-01-31,1048449.5014260547,,,,,,,0.07692307711444646,
2016-02-01,1033080.7387202474,,,,,,,0.09045405802267237,
2016-02-02,1039024.3893666951,,,,,,,0.08522114337874609,
2016-02-03,1031605.436324619,,,,,,,0.0917529451830269,
2016-02-04,1045793.2780041541,,,,,,,0.07926167190556388,
2016-02-05,1057659.8923513298,,,,,,,0.06881405583844602,
2016-02-06,1057659.8923513298,,,,,,,0.06881405583844602,
2016-02-07,1057659.8923513298,,,,,,,0.06881405583844602,
2016-02-08,1074573.0109541789,,,,,,,0.05392339161944326,
2016-02-09,1076574.8240456984,,,,,,,0.052160953403583954,
2016-02-10,1073375.4927112004,,,,,,,0.05497771178777211,
2016-02-11,1083437.1303071822,,,,,,,0.04611923509561311,
2016-02-12,1038277.6954596707,,,,,,,0.08587854834970166,
2016-02-13,1038277.6954596707,,,,,,,0.08587854834970166,
2016-02-14,1038277.6954596707,,,,,,,0.08587854834970166,
2016-02-15,1038277.6954596707,,,,,,,0.08587854834970166,
2016-02-16,1076173.8648280492,,,,,,,0.052513966305327675,
2016-02-17,1085064.5240922458,,,,,,,0.044686443487246263,
2016-02-18,1084657.217411718,,,,,,,0.04504504482838945,
2016-02-19,1113497.8140442318,,,,,,,0.019653178880135402,
2016-02-20,1113497.8140442318,,,,,,,0.019653178880135402,
2016-02-21,1113497.8140442318,,,,,,,0.019653178880135402,
2016-02-22,1108797.7075754064,,,,,,,0.023791251157890936,
2016-02-23,1132703.5780294393,,,,,,,0.002744021598818369,
2016-02-24,1089565.168204051,,,,,,,0.04072398205054628,
2016-02-25,1104559.1847641652,,,,,,,0.02752293550592977,
2016-02-26,1112640.2877274333,,,,,,,0.02040816302837245,
2016-02-27,1112640.2877274333,,,,,,,0.02040816302837245,
2016-02-28,1112640.2877274333,,,,,,,0.02040816302837245,
2016-02-29,1120840.5071093817,,,,,,,0.013188517958409807,
2016-03-01,1128280.6820962746,,,,,,,0.006638031908972275,
2016-03-02,1133592.3207900312,,,,,,,0.0019615538389804454,44 days 00:00:00.000000000
2016-03-03,1160452.5410290007,,,,,,,0.0,
2016-03-04,1173173.7015219484,,,,,,,0.0,
2016-03-05,1173173.7015219484,,,,,,,0.0,
2016-03-06,1173173.7015219484,,,,,,,0.0,
2016-03-07,1136713.9369123832,,,,,,,0.031077891161612525,
2016-03-08,1135373.9987073082,,,,,,,0.03222003933910467,
2016-03-09,1155810.7306237584,,,,,,,0.014800000098591726,
2016-03-10,1156736.1198805987,,,,,,,0.014011208757940374,
2016-03-11,1107522.7387941305,,,,,,,0.05596013841995395,
2016-03-12,1107522.7387941305,,,,,,,0.05596013841995395,
2016-03-13,1107522.7387941305,,,,,,,0.05596013841995395,
2016-03-14,1105404.2949575526,,,,,,,0.057765875996435345,
2016-03-15,1110929.1910730754,,,,,,,0.0530565170086269,
2016-03-16,1108372.3917703442,,,,,,,0.055235903828681154,
2016-03-17,1105827.3351326531,,,,,,,0.05740528133381051,
2016-03-18,1106674.387523467,,,,,,,0.05668326345213204,
2016-03-19,1106674.387523467,,,,,,,0.05668326345213204,
2016-03-20,1106674.387523467,,,,,,,0.05668326345213204,
2016-03-21,1067427.7156016466,,,,,,,0.09013668289965804,
2016-03-22,1052650.9388157318,,,,,,,0.10273224037485962,
2016-03-23,1054956.855566537,,,,,,,0.10076670300574386,
2016-03-24,1059210.7134487275,,,,,,,0.09714076263845473,
2016-03-25,1059210.7134487275,,,,,,,0.09714076263845473,
2016-03-26,1059210.7134487275,,,,,,,0.09714076263845473,
2016-03-27,1059210.7134487275,,,,,,,0.09714076263845473,
2016-03-28,1042774.0266122055,,,,,,,0.11115120867487605,
2016-03-29,1015650.9051796227,,,,,,,0.13427065074675026,
