,date,datatype,station,attributes,value
0,2012-01-03T00:00:00,PRCP,GHCND:MXM00076680,",,S,",0.0
1,2012-01-03T00:00:00,TAVG,GHCND:MXM00076680,"H,,S,",10.1
2,2012-01-04T00:00:00,PRCP,GHCND:MXM00076680,",,S,",0.0
3,2012-01-04T00:00:00,TAVG,GHCND:MXM00076680,"H,,S,",12.3
4,2012-01-05T00:00:00,PRCP,GHCND:MXM00076680,",,S,",0.0
5,2012-01-05T00:00:00,TAVG,GHCND:MXM00076680,"H,,S,",13.7
6,2012-01-05T00:00:00,TMAX,GHCND:MXM00076680,",,S,",20.6
7,2012-01-05T00:00:00,TMIN,GHCND:MXM00076680,",,S,",5.5
8,2012-01-08T00:00:00,PRCP,GHCND:MXM00076680,",,S,",0.0
9,2012-01-08T00:00:00,TAVG,GHCND:MXM00076680,"H,,S,",13.6
10,2012-01-08T00:00:00,TMAX,GHCND:MXM00076680,",,S,",22.2
11,2012-01-08T00:00:00,TMIN,GHCND:MXM00076680,",,S,",7.0
12,2012-01-09T00:00:00,PRCP,GHCND:MXM00076680,",,S,",0.0
13,2012-01-09T00:00:00,TAVG,GHCND:MXM00076680,"H,,S,",14.3
14,2012-01-11T00:00:00,PRCP,GHCND:MXM00076680,",,S,",0.0
15,2012-01-11T00:00:00,TAVG,GHCND:MXM00076680,"H,,S,",16.2
16,2012-01-11T00:00:00,TMAX,GHCND:MXM00076680,",,S,",24.6
17,2012-01-11T00:00:00,TMIN,GHCND:MXM00076680,",,S,",8.2
18,2012-01-12T00:00:00,PRCP,GHCND:MXM00076680,",,S,",0.0
19,2012-01-12T00:00:00,TAVG,GHCND:MXM00076680,"H,,S,",15.7
20,2012-01-12T00:00:00,TMAX,GHCND:MXM00076680,",,S,",23.9
21,2012-01-12T00:00:00,TMIN,GHCND:MXM00076680,",,S,",8.5
22,2012-01-13T00:00:00,PRCP,GHCND:MXM00076680,",,S,",0.0
23,2012-01-13T00:00:00,TAVG,GHCND:MXM00076680,"H,,S,",14.9
24,2012-01-13T00:00:00,TMAX,GHCND:MXM00076680,",,S,",24.1
25,2012-01-13T00:00:00,TMIN,GHCND:MXM00076680,",,S,",5.5
26,2012-01-14T00:00:00,PRCP,GHCND:MXM00076680,",,S,",0.0
27,2012-01-14T00:00:00,TAVG,GHCND:MXM00076680,"H,,S,",14.3
28,2012-01-14T00:00:00,TMAX,GHCND:MXM00076680,",,S,",23.2
29,2012-01-14T00:00:00,TMIN,GHCND:MXM00076680,",,S,",8.5
30,2012-01-15T00:00:00,PRCP,GHCND:MXM00076680,",,S,",0.0
31,2012-01-15T00:00:00,TAVG,GHCND:MXM00076680,"H,,S,",12.1
32,2012-01-15T00:00:00,TMAX,GHCND:MXM00076680,",,S,",21.5
33,2012-01-15T00:00:00,TMIN,GHCND:MXM00076680,",,S,",9.8
34,2012-01-16T00:00:00,PRCP,GHCND:MXM00076680,",,S,",7.6
35,2012-01-16T00:00:00,TAVG,GHCND:MXM00076680,"H,,S,",12.8
36,2012-01-17T00:00:00,PRCP,GHCND:MXM00076680,",,S,",0.0
37,2012-01-17T00:00:00,TAVG,GHCND:MXM00076680,"H,,S,",15.9
38,2012-01-18T00:00:00,PRCP,GHCND:MXM00076680,",,S,",0.0
39,2012-01-18T00:00:00,TAVG,GHCND:MXM00076680,"H,,S,",15.6
40,2012-01-18T00:00:00,TMAX,GHCND:MXM00076680,",,S,",23.0
