Time,K07,K08,K09,K10,K11,K12,K13,K14,K15,K16,K17,K18,K19
2005-10-06,0.0037453183520599342,,,,,,,,,,,,
2005-10-07,0.0,,,,,,,,,,,,
2005-10-10,0.019516334323292472,,,,,,,,,,,,
2005-10-11,-0.029641827912721408,,,,,,,,,,,,
2005-10-12,0.016743407283382084,,,,,,,,,,,,
2005-10-13,0.0037815126050420034,,,,,,,,,,,,
2005-10-14,0.012765957446808418,,,,,,,,,,,,
2005-10-17,-0.028524183546920212,,,,,,,,,,,,
2005-10-18,-0.02262626262626255,,,,,,,,,,,,
2005-10-19,0.008968609865470878,,,,,,,,,,,,
2005-10-20,0.028511530398322993,,,,,,,,,,,,
2005-10-21,-0.016494845360824795,,,,,,,,,,,,
2005-10-24,-0.010204081632653073,,,,,,,,,,,,
2005-10-25,-0.012096774193548376,,,,,,,,,,,,
2005-10-26,-0.014308426073131986,,,,,,,,,,,,
2005-10-27,0.004792332268370503,,,,,,,,,,,,
2005-10-28,-0.024162120031177015,,,,,,,,,,,,
2005-10-31,-0.0027205596579867874,,,,,,,,,,,,
2005-11-01,0.004293520686963426,,,,,,,,,,,,
2005-11-02,0.003918495297805746,,,,,,,,,,,,
2005-11-03,-0.005455962587685215,,,,,,,,,,,,
2005-11-04,-0.009266409266409203,,,,,,,,,,,,
2005-11-07,-0.0026954177897573484,,,,,,,,,,,,
2005-11-08,0.008935508935508985,,,,,,,,,,,,
2005-11-09,-0.0011641443538998875,,,,,,,,,,,,
2005-11-10,0.004678362573099282,,,,,,,,,,,,
2005-11-11,0.006276971361318218,,,,,,,,,,,,
2005-11-14,0.0023594180102242124,,,,,,,,,,,,
2005-11-15,-0.008576998050682239,,,,,,,,,,,,
2005-11-16,-0.003883495145631022,,,,,,,,,,,,
2005-11-17,0.01939825811559781,,,,,,,,,,,,
2005-11-18,-0.005511811023622082,,,,,,,,,,,,
2005-11-21,0.016000000000000014,,,,,,,,,,,,
2005-11-22,-0.0031897926634769647,,,,,,,,,,,,
2005-11-23,-0.009869719699960533,,,,,,,,,,,,
2005-11-28,-0.00432389937106914,,,,,,,,,,,,
2005-11-29,-0.015860735009671112,,,,,,,,,,,,
2005-11-30,-0.02083333333333337,,,,,,,,,,,,
2005-12-01,-0.015659955257270597,,,,,,,,,,,,
2005-12-02,0.03872966692486446,,,,,,,,,,,,
2005-12-05,-0.011485451761102605,,,,,,,,,,,,
2005-12-06,-0.013222516055912403,,,,,,,,,,,,
2005-12-07,-0.004887218045112829,,,,,,,,,,,,
2005-12-08,-0.01845018450184499,,,,,,,,,,,,
2005-12-09,-0.003676470588235281,,,,,,,,,,,,
2005-12-12,0.0014727540500736325,,,,,,,,,,,,
2005-12-13,0.012677106636838298,,,,,,,,,,,,
2005-12-14,0.0026168224299065734,,,,,,,,,,,,
2005-12-15,0.008292499057670488,,,,,,,,,,,,
2005-12-16,0.0015100037750095385,,,,,,,,,,,,
